Ticker,Short Name,Market Cap,Rank(Current Market Cap),Market Cap,Price:D-1,P/E,Total Return YTD,Industry Sector,Industry Group,INDUSTRY_SUBGROUP,cap,shares
MMIN US Equity,IQ MACKAY MUNICI,127.74M,5045,127.74M,27.42,--,5.87,Funds,Debt Fund,Unclassified,127549499.5,4650000
FNOV US Equity,FT CBOE US EQ BU,127.50M,5046,127.50M,32.16,--,2.64,Funds,Equity Fund,Unclassified,127518310.5,3950002
SMED US Equity,SHARPS COMPLIANC,134.77M,4962,134.77M,8.24,251,95.26,Industrial,Environmental Control,Hazardous Waste Disposal,127409010,16355457
JSMD US Equity,JANUS S/M GR ALP,126.80M,5053,126.80M,53.37,--,11.12,Funds,Equity Fund,Unclassified,127390068.1,2402000
AYAG US Equity,AMAYA GLOBAL HOL,127.35M,5047,127.35M,8,8.99,166.67,"Consumer, Non-cyclical",Commercial Services,Inactive/Unknown,127351520,15918940
FXB US Equity,INVESCO CURRENCY,127.35M,5048,127.35M,126.85,--,-1.23,Funds,Asset Allocation Fund,Currency,127199996.9,1000000
ESSC US Equity,EAST STONE ACQUI,127.18M,5050,127.18M,9.86,--,--,Diversified,Holding Companies-Divers,Specified Purpose Acquis,127181675,12898750
AVCO US Equity,AVALON GLOBOCARE,124.60M,5075,124.60M,1.57,--,-18.65,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,126983624,79364765
CMU US Equity,MFS HIGH YIELD M,126.19M,5061,126.19M,4.43,--,-3.57,Financial,Closed-end Funds,Closed-end Funds,126897407.5,28325314
SBI US Equity,WESTERN ASSET IN,126.74M,5054,126.74M,9,--,1.02,Financial,Closed-end Funds,Closed-end Funds,126740837.1,14082315
KSM US Equity,DWS STRATEGIC MU,126.49M,5057,126.49M,11.28,--,-2.39,Financial,Closed-end Funds,Closed-end Funds,126716583.3,11203941
SRV US Equity,CUSHING MLP & IN,126.40M,5058,126.40M,18.75,--,-50.43,Financial,Closed-end Funds,Closed-end Funds,126672226,6734302
LEVL US Equity,LEVEL ONE BANCOR,129.86M,5021,129.86M,16.79,8.14,-32.88,Financial,Banks,Commer Banks-Central US,126533507.9,7734322
HYZD US Equity,WISDOMTREE INTER,126.54M,5056,126.54M,21.02,--,-6.25,Funds,Debt Fund,Corp/Pref-High Yield,126419998.2,6000000
ISCF US Equity,ISHARES EDGE MSC,126.25M,5060,126.25M,29.36,--,-6.4,Funds,Equity Fund,Unclassified,126385597.2,4300000
ATLC US Equity,ATLANTICUS HOLDI,128.04M,5041,128.04M,8.07,4.63,-10.43,Financial,Diversified Finan Serv,Finance-Credit Card,126297387.8,15866506
MWK US Equity,MOHAWK GROUP HOL,136.78M,4942,136.78M,7.7,--,30.73,"Consumer, Cyclical",Home Furnishings,Appliances,126296096,17763164
NOVS US Equity,NOVUS CAPITAL CO,125.42M,5068,125.42M,9.91,--,--,Diversified,Holding Companies-Divers,Specified Purpose Acquis,126120500,12650000
RFCI US Equity,RIVERFRONT DYNAM,126.14M,5062,126.14M,26.5,--,6.86,Funds,Debt Fund,Unclassified,125970001.2,4750000
NLST US Equity,NETLIST INC,128.39M,5037,128.39M,0.73,--,142.5,Technology,Computers,Computers-Memory Devices,125910941.6,176481802
IHD US Equity,VOYA-EM HI IN DV,126.04M,5063,126.04M,6.61,--,-11.92,Financial,Closed-end Funds,Closed-end Funds,125849700.9,19039289
HDMV US Equity,FTH MG VOL D INT,126.02M,5065,126.02M,28.64,--,-15.92,Funds,Equity Fund,Unclassified,125840492.2,4400002
SB US Equity,SAFE BULKERS INC,126.64M,5055,126.64M,1.24,--,-27.06,Industrial,Transportation,Transport-Marine,125610550.8,102122399
LPCN US Equity,LIPOCINE INC,93.84M,5477,93.84M,1.96,--,409.22,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,125590774.8,65582650
FCCY US Equity,1ST CONSTIT BANC,129.17M,5029,129.17M,12.64,7.86,-42.24,Financial,Banks,Commer Banks-Eastern US,125285528.5,10219048
BPRN US Equity,BANK OF PRINCETO,124.97M,5072,124.97M,18.5,9.53,-40.73,Financial,Banks,Commer Banks-Eastern US,125237421.9,6754985
PNI US Equity,PIMCO NY MUN II,124.64M,5073,124.64M,11.07,--,-5.9,Financial,Closed-end Funds,Closed-end Funds,125199333.2,11188502
EDOC US Equity,GL X TELEMEDICIN,88.50M,5553,88.50M,16.09,--,--,Funds,Equity Fund,Unclassified,125007492.1,7750000
AMHCU US Equity,AMPLITUDE HEALTH,125.00M,5071,125.00M,10.26,--,1.89,Diversified,Holding Companies-Divers,Specified Purpose Acquis,125000000,10000000
ESQ US Equity,ESQUIRE FINANCIA,124.24M,5079,124.24M,16.2,9.8,-37.86,Financial,Banks,Commer Banks-Eastern US,124551705.6,7669440
XYF US Equity,X FINANCIAL-ADR,126.02M,5064,126.02M,0.79,1.13,-53.49,Financial,Diversified Finan Serv,Finance-Other Services,124419161.5,111533971
BCML US Equity,BAYCOM CORP,128.20M,5039,128.20M,10.8,7.82,-52.51,Financial,Banks,Commer Banks-Western US,124399318.7,11870164
LEAF US Equity,LEAF GROUP LTD,123.29M,5088,123.29M,4.59,--,14.75,Communications,Internet,E-Commerce/Services,124100790.7,26861643
SFE US Equity,SAFEGUARD SCIENT,125.90M,5066,125.90M,6.09,5.26,-44.54,Financial,Private Equity,Venture Capital,124038468,20673078
ELOX US Equity,ELOXX PHARMACEUT,133.22M,4977,133.22M,3.32,--,-54.89,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,123995072,40127855
SQFL US Equity,SQL TECHNOLOGIES,123.96M,5080,123.96M,2.25,--,-25,Industrial,Electronics,Electronic Compo-Misc,123962681.3,55094525
ZEUS US Equity,OLYMPIC STEEL,123.04M,5090,123.04M,11.2,--,-37.28,Industrial,Metal Fabricate/Hardware,Metal Products-Distrib,123928131,11074900
EDUC US Equity,EDUCATIONAL DEV,127.16M,5051,127.16M,15.22,19.59,150.29,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,123816520.6,8354691
KRKR US Equity,36KR HOLDINGS IN,126.36M,5059,126.36M,3.37,--,-54.4,Communications,Internet,Internet Content-Info/Ne,123731325.3,33651033
CYFL US Equity,CENTURY FIN CORP,123.72M,5082,123.72M,19,--,-17.68,Financial,Banks,Commer Banks-Central US,123717379,6511441
FSFG US Equity,FIRST SAVINGS FI,118.77M,5144,118.77M,50,5.42,-24.91,Financial,Savings&Loans,S&L/Thrifts-Central US,123635614.2,2375324
MCN US Equity,MADISON COVERED,123.34M,5087,123.34M,5.9,--,-4.45,Financial,Closed-end Funds,Closed-end Funds,123586853,20946923
DTF US Equity,DTF TAX-FREE INC,122.93M,5093,122.93M,14.43,--,-0.53,Financial,Closed-end Funds,Closed-end Funds,123524795.5,8519010
WMC US Equity,WESTERN ASSET MO,112.19M,5228,112.19M,2.1,--,-79.67,Financial,REITS,REITS-Mortgage,123409153.6,53423876
RFM US Equity,RVRNR-FLEX MUNI,122.48M,5096,122.48M,20,--,--,Financial,Investment Companies,Investment Companies,123394630.4,6114699
SPLP US Equity,STEEL PARTNERS H,124.64M,5074,124.64M,5,--,-58.68,Industrial,Metal Fabricate/Hardware,Metal Processors&Fabrica,123391422,24927560
HMLN US Equity,HAMLIN BK&TR/PA,123.37M,5086,123.37M,298,--,16.69,Financial,Banks,Commer Banks-Eastern US,123372000,414000
ALSK US Equity,ALASKA COMM SYS,128.55M,5035,128.55M,2.4,9.34,42.02,Communications,Telecommunications,Telephone-Integrated,123189803.2,53560784
OCX US Equity,ONCOCYTE COR,119.71M,5130,119.71M,1.78,--,-20.89,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,123068669.4,67250639
MG US Equity,MISTRAS GROUP IN,109.90M,5266,109.90M,3.78,--,-73.51,Industrial,Engineering&Construction,Engineering/R&D Services,122983485.3,29074110
EMNT US Equity,PIMCO EN ST ESG,122.95M,5091,122.95M,100.76,--,1.63,Funds,Debt Fund,Unclassified,122915000.9,1220000
TWM US Equity,PRO ULTSHRT R2K,122.18M,5100,122.18M,8.83,--,-29.52,Funds,Equity Fund,Growth&Income-Small Cap,122820327.8,13909437
PCTI US Equity,PCTEL INC,123.38M,5085,123.38M,6.64,28.67,-20.42,Communications,Telecommunications,Telecommunication Equip,122820310.9,18580985
CSML US Equity,IQ CHAIKIN US SC,122.91M,5094,122.91M,23.22,--,-14.73,Funds,Equity Fund,Unclassified,122487777.7,5300000
AFIF US Equity,ANFIELD UNIVERSA,122.11M,5103,122.11M,9.85,--,2.27,Funds,Debt Fund,Unclassified,122264991.8,12350000
SHBI US Equity,SHORE BANCSHARES,120.00M,5126,120.00M,9.58,7.39,-43.62,Financial,Banks,Commer Banks-Eastern US,122253760,12526000
NRP US Equity,NATURAL RESOURCE,122.61M,5095,122.61M,10,2.52,-49.15,Energy,Coal,Coal,122121542,12261199
DLHC US Equity,DLH HOLDINGS COR,129.35M,5027,129.35M,10.47,15.26,149.88,"Consumer, Non-cyclical",Commercial Services,Human Resources,122061531.3,12354406
PHAS US Equity,PHASEBIO PHARMAC,124.33M,5077,124.33M,4.32,--,-29.3,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,122031626.6,28781044
PICB US Equity,INVESCO INTERNAT,121.47M,5109,121.47M,28.52,--,5.91,Funds,Debt Fund,Corp/Pref-Inv Grade,121847503.7,4250000
NAVB US Equity,NAVIDEA BIOPHARM,124.43M,5076,124.43M,4.89,--,288.1,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,121630259.6,25445661
EFAD US Equity,PROSH EAFE DVD,121.32M,5112,121.32M,38.27,--,-5.24,Funds,Equity Fund,Unclassified,121587341.3,3180001
ERH US Equity,WELLS FARGO UTIL,121.93M,5105,121.93M,13.13,--,-1.77,Financial,Closed-end Funds,Closed-end Funds,121561294.6,9272410
EDF US Equity,STONE HARBOR EME,121.89M,5106,121.89M,7.29,--,-42.01,Financial,Closed-end Funds,Closed-end Funds,121499939,16621059
LAZY US Equity,LAZYDAYS HOLDING,128.74M,5032,128.74M,13.42,53.16,227.32,"Consumer, Cyclical",Retail,Retail-Automobile,121445025.2,9592814
CRVS US Equity,CORVUS PHARMACEU,116.35M,5175,116.35M,4.15,--,-23.71,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,121394723.9,28035733
VULC US Equity,VULCAN INTL CORP,121.24M,5114,121.24M,124,116.43,-11.43,"Consumer, Cyclical",Apparel,Footwear&Related Apparel,121235668,977707
LCHD US Equity,LEADER CAPITAL H,121.23M,5115,121.23M,1,--,0,Technology,Software,Applications Software,121234108,121234108
EVBN US Equity,EVANS BANCORP,121.46M,5110,121.46M,22.59,8.44,-42.52,Financial,Banks,Commer Banks-Eastern US,121194694.9,5376872
LTRX US Equity,LANTRONIX INC,122.46M,5097,122.46M,4.38,--,23.38,Communications,Telecommunications,Networking Products,121061612.7,27958802
DCF US Equity,BNY MELLON ALCEN,121.35M,5111,121.35M,8.1,--,-8.76,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,121051750.2,14963132
RRGB US Equity,RED ROBIN GOURME,121.65M,5108,121.65M,9.42,--,-71.47,"Consumer, Cyclical",Retail,Retail-Restaurants,121000984.8,12913659
ORGS US Equity,ORGENESIS INC,122.30M,5098,122.30M,5.56,--,19.31,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,120635806.2,22094470
HIE US Equity,MILLER/HOWARD HI,118.41M,5148,118.41M,6.33,--,-39.4,Financial,Closed-end Funds,Closed-end Funds,120599716.2,18690674
MFT US Equity,BLACKROCK MUNIYI,119.55M,5135,119.55M,14.24,--,7.98,Financial,Closed-end Funds,Closed-end Funds,120482597.4,8478719
FNCB US Equity,FNCB BANCORP INC,120.20M,5122,120.20M,5.94,10.05,-28.42,Financial,Banks,Commer Banks-Eastern US,120399927.9,20235282
INTZ US Equity,INTRUSION INC,134.34M,4966,134.34M,9.75,48.24,77.27,Technology,Computers,Computer Data Security,120144421.6,13778030
KOKU US Equity,XTKER MSCI KOKU,119.62M,5131,119.62M,62.96,--,--,Funds,Equity Fund,Unclassified,120129272.5,1900001
OPER US Equity,CLEARSHARES ULTR,120.12M,5124,120.12M,100.1,--,0.45,Funds,Debt Fund,Unclassified,120126007.1,1200000
GDL US Equity,GDL FUND/THE,119.93M,5127,119.93M,8.37,--,-7.48,Financial,Closed-end Funds,Closed-end Funds,120070190.4,14345304
IQSU US Equity,IQ CANDRIAM ESG,119.25M,5139,119.25M,28.39,--,12.18,Funds,Equity Fund,Unclassified,120059104.9,4200000
RDCM US Equity,RADCOM LTD,118.52M,5147,118.52M,8.5,--,-0.23,Communications,Telecommunications,Networking Products,120047906.3,13943656
AMZA US Equity,INFRACAP MLP ETF,120.17M,5123,120.17M,17.88,--,-55.1,Funds,Equity Fund,Unclassified,119812805.2,6540000
BWFG US Equity,BANKWELL FINANCI,123.58M,5084,123.58M,15.7,11.89,-44.75,Financial,Banks,Commer Banks-Eastern US,119802997.2,7871419
AXGT US Equity,AXOVANT GENE THE,120.60M,5120,120.60M,2.99,--,-41.6,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,119797819,40335966
XIN US Equity,XINYUAN REAL-ADR,117.59M,5156,117.59M,2.19,--,-39.25,Financial,Real Estate,Real Estate Oper/Develop,119739236.8,53694725
CXEE US Equity,CHINA XUEFENG EN,119.74M,5129,119.74M,1.8,23.64,-12.2,Industrial,Environmental Control,Recycling,119737567.8,66520871
ENZ US Equity,ENZO BIOCHEM INC,123.08M,5089,123.08M,2.57,--,-2.28,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,119727207.5,47890883
JSD US Equity,NUV SHT DUR CRD,119.51M,5136,119.51M,11.81,--,-18.48,Financial,Closed-end Funds,Closed-end Funds,119716644.3,10085648
ELA US Equity,ENVELA CORP,122.24M,5099,122.24M,4.54,33.7,236.3,"Consumer, Cyclical",Retail,Retail-Jewelry,119544251.6,26924381
SFUN US Equity,FANG HOLDING-ADR,115.68M,5188,115.68M,12.89,--,-54.93,Communications,Internet,E-Commerce/Services,119533919.8,6540353
FLLV US Equity,FRK LIN US LWVOL,118.96M,5142,118.96M,38.47,--,1.09,Funds,Equity Fund,Unclassified,119473999,3100000
KORP US Equity,AMR CEN DIV CORP,119.59M,5134,119.59M,52.99,--,4.83,Funds,Debt Fund,Unclassified,119452499.4,2250000
IPI US Equity,INTREPID POTASH,113.53M,5208,113.53M,0.85,--,-68.49,Basic Materials,Chemicals,Agricultural Chemicals,119363090,132950646
ITEQ US Equity,BLUESTAR ISRAEL,118.74M,5145,118.74M,55.66,--,28.71,Funds,Equity Fund,Unclassified,119223083.5,2150000
ATTO US Equity,ATENTO SA,118.32M,5149,118.32M,8.36,0.89,-42.28,"Consumer, Non-cyclical",Commercial Services,Commercial Services,119220775.5,14159237
UONEK US Equity,URBAN ONE INC,122.07M,5104,122.07M,1.59,2.88,-16.32,Communications,Media,Radio,119204593.6,37520026
FGBI US Equity,FIRST GUARANTY B,121.18M,5116,121.18M,12.44,7.3,-41.58,Financial,Banks,Commer Banks-Southern US,119135524.2,9741253
MLSS US Equity,MILESTONE SCIENT,115.93M,5183,115.93M,1.87,--,34.53,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,119025995.5,61992706
HFUS US Equity,HARTFORD GREAT H,118.93M,5143,118.93M,1.2,--,57.89,Communications,Internet,Internet Content-Entmnt,118929600,99108000
LUMO US Equity,LUMOS PHARMA INC,116.51M,5171,116.51M,14.05,--,-38.3,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,118918795,8292803
EFAX US Equity,SPDR EAFA FF RES,118.66M,5146,118.66M,67.8,--,-5.48,Funds,Equity Fund,Unclassified,118854576.1,1750000
RICK US Equity,RCI HOSPITALITY,117.17M,5161,117.17M,12.84,4.18,-37.07,"Consumer, Cyclical",Entertainment,Night Clubs,118628653,9125281
CBIO US Equity,CATALYST BIOSCIE,118.99M,5141,118.99M,5.4,--,-20.7,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,118478524.8,22063040
CIZN US Equity,CITIZENS HOLDING,120.08M,5125,120.08M,21.48,19.01,0.26,Financial,Banks,Commer Banks-Southern US,118454875.9,5590131
DPST US Equity,DIREXION DAILY R,117.17M,5160,117.17M,56.36,--,-89.1,Funds,Equity Fund,Unclassified,118390602.1,2139718
GSL US Equity,GLOBAL SHIP-CL A,115.58M,5190,115.58M,4.63,1.86,-47.57,Industrial,Transportation,Transport-Marine,118323169.6,17556738
MPV US Equity,BARINGS PARTICIP,119.91M,5128,119.91M,11.51,--,-26.14,Financial,Closed-end Funds,Closed-end Funds,118260078.4,10328391
PJUL US Equity,INNOVATOR S&P 50,117.95M,5154,117.95M,27.53,--,2.91,Funds,Equity Fund,Unclassified,118055839.5,4275000
TRUX US Equity,TRUXTON CORP,115.24M,5193,115.24M,43.5,12.43,-7.29,Financial,Banks,Commer Banks-Southern US,117888421,2649178
BW US Equity,BABCOCK & WILCOX,117.41M,5158,117.41M,2.53,--,-30.49,Industrial,Machinery-Constr&Mining,Machinery-Electric Util,117875189.7,46407555
FNGO US Equity,MICROSECTORS FAN,115.72M,5186,115.72M,114.54,--,108.85,Funds,Equity Fund,Unclassified,117825599.7,1000000
VFVA US Equity,VANGUARD US VAL,118.24M,5151,118.24M,63.08,--,-18.34,Funds,Equity Fund,Unclassified,117794067.4,1875000
TYFG US Equity,TRI-COUNTY FINAN,117.54M,5157,117.54M,30.61,--,-23.64,Financial,Banks,Commer Banks-Central US,117734400,3840000
PUTW US Equity,WSDM TREE PT WT,118.06M,5152,118.06M,26.22,--,-7.93,Funds,Equity Fund,Unclassified,117720001.2,4500000
AVEO US Equity,AVEO PHARMACEUTI,114.58M,5199,114.58M,4.44,--,-28.88,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,117673609,25805616
QQH US Equity,HCM DEFENDER 100,116.04M,5181,116.04M,33.97,--,17.45,Funds,Asset Allocation Fund,Unclassified,117510116.6,3400000
GAMR US Equity,WEDBUSH ETFMG VI,117.07M,5163,117.07M,65.9,--,47.7,Funds,Equity Fund,Unclassified,117477493.3,1750000
SRRA US Equity,SIERRA ONCOLOGY,122.15M,5102,122.15M,11.75,--,-14.21,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,117471771.6,10395732
PLX US Equity,PROTALIX BIOTHER,119.39M,5137,119.39M,3.68,--,12.2,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,117442342.3,32442636
ICBK US Equity,COUNTY BANCORP I,119.60M,5133,119.60M,18.76,7.83,-26.36,Financial,Banks,Commer Banks-Central US,117366511.5,6375150
CVLY US Equity,CODORUS VLY BANC,119.02M,5140,119.02M,12.16,12.72,-45.72,Financial,Banks,Commer Banks-Eastern US,117255424,9787598
ROBT US Equity,FIRST TRUST NASD,116.45M,5173,116.45M,38.19,--,11.16,Funds,Equity Fund,Unclassified,117181068.4,3050002
CVY US Equity,INVESCO ZACKS MU,117.11M,5162,117.11M,17.26,--,-24.48,Funds,Asset Allocation Fund,Unclassified,117177780.2,6800800
AGD US Equity,ABER-GL DYN DVD,116.46M,5172,116.46M,9.26,--,-6.11,Financial,Closed-end Funds,Closed-end Funds,117087600.7,12549581
LPTX US Equity,LEAP THERAPEUTIC,121.82M,5107,121.82M,2.05,--,83.04,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,117066241.4,59424488
ACWF US Equity,ISHARES EDGE MSC,116.42M,5174,116.42M,29.96,--,-3.07,Funds,Equity Fund,Unclassified,116764823.9,3900000
NBRV US Equity,NABRIVA THERAPEU,118.03M,5153,118.03M,0.83,--,-37.45,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,116496046,143822279
EPHE US Equity,ISHARES MSCI PHI,116.10M,5178,116.10M,26.2,--,-23.2,Funds,Equity Fund,Country Fund-Philippines,116367500.3,4450000
CNBW US Equity,CNB CORP,116.27M,5176,116.27M,70,83.33,-13.85,Financial,Banks,Commer Banks-Southern US,116270490,1661007
EVC US Equity,ENTRAVISION CO-A,116.05M,5180,116.05M,1.38,--,-45.17,Communications,Media,Multimedia,116176304.6,59905386
RZG US Equity,INVESCO S&P SMAL,115.90M,5184,115.90M,111.07,--,-5.47,Funds,Equity Fund,Unclassified,116119941.7,1050004
RMTI US Equity,ROCKWELL MEDICAL,124.32M,5078,124.32M,1.8,--,-26.23,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,116036051,69069078
BENH US Equity,BIO-EN HOLDINGS,116.03M,5182,116.03M,1.5,--,-64.71,Communications,Internet,E-Commerce/Services,116025004.5,77350003
NTG US Equity,TORT-MIDSTR ENRG,114.38M,5203,114.38M,17.98,--,-82.9,Financial,Closed-end Funds,Closed-end Funds,115972000.1,6320000
ESGG US Equity,FLEXSHR GBL IMP,115.03M,5195,115.03M,109.55,--,2.55,Funds,Equity Fund,Unclassified,115680290.2,1050001
JTA US Equity,NUV T/A TR STRAT,114.41M,5201,114.41M,8.26,--,-27.72,Financial,Closed-end Funds,Closed-end Funds,115654998.8,13850897
REML US Equity,XLINK 2X MTG REI,116.91M,5166,116.91M,4,--,-81.83,Funds,Equity Fund,Unclassified,115459800.7,29010000
CATB US Equity,CATABASIS PHARMA,117.76M,5155,117.76M,6.58,--,11.34,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,115436759.4,17897172
ASUR US Equity,ASURE SOFTWARE I,112.89M,5221,112.89M,7.17,--,-12.35,Technology,Software,Enterprise Software/Serv,115412719.2,15745255
EOLS US Equity,EVOLUS INC,111.64M,5240,111.64M,3.31,--,-72.8,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,115351394.8,33728478
RDI US Equity,READING INTL-A,114.90M,5196,114.90M,4.26,--,-61.93,"Consumer, Cyclical",Entertainment,Theaters,115299802.8,20067635
AEYE US Equity,AUDIOEYE INC,104.47M,5351,104.47M,11.77,--,150.96,Communications,Internet,Internet Applic Sftwr,115293433.5,8875553
SLDB US Equity,SOLID BIOSCIENCE,116.56M,5170,116.56M,2.53,--,-43.15,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,115254485,46101794
MVC US Equity,MVC CAPITAL INC,116.10M,5179,116.10M,6.55,8.94,-23.38,Financial,Investment Companies,Investment Companies,115213267,17725118
MYFW US Equity,FIRST WESTERN FI,114.16M,5204,114.16M,14.38,7.34,-12.69,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,115115848,7939024
SPHY US Equity,SPDR PORT HY BD,115.07M,5194,115.07M,25.52,--,0.39,Funds,Debt Fund,Corporate/Preferred,115110000.6,4500000
PFFA US Equity,VIRTUS INFRA ETF,115.68M,5187,115.68M,18.92,--,-23.65,Funds,Debt Fund,Unclassified,115010574.3,6050004
BLPH US Equity,BELLEROPHON THER,119.29M,5138,119.29M,12.56,--,139.44,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,114733146.2,9497777
FDHY US Equity,FD HIGH YIELD,114.75M,5197,114.75M,54.4,--,4.86,Funds,Debt Fund,Unclassified,114576004,2100000
GTE US Equity,GRAN TIERRA ENER,116.89M,5167,116.89M,0.31,--,-75.69,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,114545650.6,366981556
RVRF US Equity,RIVER FINANCIAL,114.39M,5202,114.39M,17.6,--,-37.14,Financial,Banks,Commer Banks-Southern US,114388348.8,6499338
KURE US Equity,KRANESHARES MSCI,110.58M,5249,110.58M,36.96,--,59.93,Funds,Equity Fund,Unclassified,114376579.3,3150002
DOO US Equity,WIDSOMTREE INT D,113.99M,5205,113.99M,36.94,--,-11.7,Funds,Equity Fund,International Equity,114374504.1,3100000
MBCN US Equity,MIDDLEFIELD BANC,114.49M,5200,114.49M,17.95,11.1,-30.22,Financial,Banks,Commer Banks-Central US,114104387.9,6378110
PSL US Equity,INVESCO DWA CONS,113.44M,5210,113.44M,76,--,3.18,Funds,Equity Fund,Undefined Equity,113964454.7,1500000
CRDF US Equity,CARDIFF ONCOLOGY,117.01M,5164,117.01M,5.86,--,372.58,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,113618363.8,19968078
BLES US Equity,INSPIRE GLOBAL H,113.10M,5216,113.10M,28.37,--,-5.52,Funds,Equity Fund,Unclassified,113559997.6,4000000
SOXS US Equity,DIR DAILY SEM 3X,110.50M,5251,110.50M,3.76,--,-82.12,Funds,Equity Fund,Sector Fund-Technology,113534118.7,30035481
EML US Equity,EASTERN CO,110.41M,5254,110.41M,17.7,7.87,-41.38,Industrial,Metal Fabricate/Hardware,Metal Products-Fasteners,113524229,6237595
KLIB US Equity,KILLBUCK BNCSHS,113.50M,5209,113.50M,185,--,4.29,Financial,Banks,Commer Banks-Central US,113501385,613521
INKM US Equity,SPDR SSGA INCOME,113.37M,5212,113.37M,31.59,--,-5.8,Funds,Equity Fund,Global Equity,113437179.6,3590000
MESA US Equity,MESA AIR GROUP,112.98M,5219,112.98M,3.21,3.22,-64.09,"Consumer, Cyclical",Airlines,Airlines,113327584.4,35194902
PCM US Equity,PCM FUND INC,113.07M,5217,113.07M,9.68,--,-10.63,Financial,Closed-end Funds,Closed-end Funds,113260459.9,11628384
DKMR US Equity,DUKE MOUNTAIN,115.24M,5192,115.24M,0.57,--,248.84,Basic Materials,Mining,Diversified Minerals,113220800,202180000
BFIN US Equity,BANKFINANCIAL,112.10M,5232,112.10M,7.55,9.46,-41.03,Financial,Savings&Loans,S&L/Thrifts-Central US,112986644.1,14847128
AVNW US Equity,AVIAT NETWORKS I,113.25M,5214,113.25M,21,19.6,49.47,Communications,Telecommunications,Telecom Services,112768257.3,5393030
PKB US Equity,INVESCO DYNAMIC,113.02M,5218,113.02M,34.74,--,4.9,Funds,Equity Fund,Undefined Equity,112740875.2,3250000
CPLP US Equity,CAPITAL PRODUCT,110.52M,5250,110.52M,6.08,4.73,-51.46,Industrial,Transportation,Transport-Marine,112704220,18178100
CAPR US Equity,CAPRICOR THERAPE,116.96M,5165,116.96M,8.2,--,540.62,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,112685647.4,14264006
MDWD US Equity,MEDIWOUND LTD,112.11M,5230,112.11M,4.12,--,32.9,"Consumer, Non-cyclical",Pharmaceuticals,Pharmacy Services,112654069.9,27211128
DIG US Equity,PRO ULT OIL&GAS,112.09M,5233,112.09M,73.39,--,-70.73,Funds,Equity Fund,Sector Fund-Energy,112636879,1556618
RBUS US Equity,NATIONWIDE US EQ,112.95M,5220,112.95M,31.82,--,3.61,Funds,Equity Fund,Unclassified,112531448.4,3550000
RYJ US Equity,INVESCO RAYMOND,112.11M,5231,112.11M,40.69,--,-15.38,Funds,Equity Fund,Unclassified,112512245.2,2772822
CSBR US Equity,CHAMPIONS ONCOLO,111.74M,5237,111.74M,8.78,--,5.4,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,112504275.5,12726728
BFOR US Equity,BARRON'S 400 ETF,112.08M,5234,112.08M,42.48,--,-0.61,Funds,Equity Fund,Growth&Income-Large Cap,112494621.3,2650000
EBMT US Equity,EAGLE BANCORP MO,108.34M,5295,108.34M,15.94,6.29,-24.7,Financial,Savings&Loans,S&L/Thrifts-Western US,112282607.4,6796768
POWW US Equity,AMMO INC,120.27M,5121,120.27M,2.62,--,164.65,Industrial,Miscellaneous Manufactur,Firearms&Ammunition,112240358.3,45906077
FMHI US Equity,FIRST TRUST MUNI,112.34M,5225,112.34M,52.08,--,-0.42,Funds,Debt Fund,Unclassified,112230102.5,2150002
ESXB US Equity,COMMUNITY BANKER,113.12M,5215,113.12M,5.07,8.06,-42.07,Financial,Savings&Loans,S&L/Thrifts-Southern US,112003012.1,22311357
